run_id,fast_period,slow_period,crossover_threshold_pips,stop_loss_pips,take_profit_pips,trailing_stop_activation_pips,trailing_stop_distance_pips,dmi_enabled,dmi_period,dmi_minimum_difference,stoch_enabled,stoch_period_k,stoch_period_d,stoch_bullish_threshold,stoch_bearish_threshold,trend_filter_enabled,trend_bar_spec,trend_fast_period,trend_slow_period,entry_timing_enabled,entry_timing_bar_spec,entry_timing_method,entry_timing_timeout_bars,bar_spec,regime_detection_enabled,regime_adx_trending_threshold,regime_adx_ranging_threshold,regime_tp_multiplier_trending,regime_tp_multiplier_ranging,regime_sl_multiplier_trending,regime_sl_multiplier_ranging,regime_trailing_activation_multiplier_trending,regime_trailing_activation_multiplier_ranging,regime_trailing_distance_multiplier_trending,regime_trailing_distance_multiplier_ranging,total_pnl,sharpe_ratio,win_rate,max_drawdown,trade_count,avg_winner,avg_loser,profit_factor,expectancy,rejected_signals_count,status,error_message,backtest_duration_seconds,output_directory,consecutive_losses
3,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,20.0,15.0,1.0,1.0,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,92.11077833175659,logs\backtest_results\EUR-USD_20251115_170110,7
5,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,20.0,15.0,1.3,0.85,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,92.76894044876099,logs\backtest_results\EUR-USD_20251115_170110,7
4,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,20.0,15.0,1.3,0.7,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,92.82456970214844,logs\backtest_results\EUR-USD_20251115_170110,7
8,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,20.0,15.0,1.6,0.85,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,92.89072751998901,logs\backtest_results\EUR-USD_20251115_170110,7
1,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,20.0,15.0,1.0,0.7,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,93.26053094863892,logs\backtest_results\EUR-USD_20251115_170111,7
6,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,20.0,15.0,1.3,1.0,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,93.64018487930298,logs\backtest_results\EUR-USD_20251115_170111,7
2,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,20.0,15.0,1.0,0.85,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,93.8064546585083,logs\backtest_results\EUR-USD_20251115_170111,7
7,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,20.0,15.0,1.6,0.7,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,93.85720252990723,logs\backtest_results\EUR-USD_20251115_170111,7
10,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,20.0,20.0,1.0,0.7,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,117.57330393791199,logs\backtest_results\EUR-USD_20251115_170308,7
9,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,20.0,15.0,1.6,1.0,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,118.32879948616028,logs\backtest_results\EUR-USD_20251115_170308,7
12,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,20.0,20.0,1.0,1.0,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,117.84857654571533,logs\backtest_results\EUR-USD_20251115_170308,7
11,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,20.0,20.0,1.0,0.85,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,118.10810208320618,logs\backtest_results\EUR-USD_20251115_170308,7
13,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,20.0,20.0,1.3,0.7,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,118.14741444587708,logs\backtest_results\EUR-USD_20251115_170309,7
14,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,20.0,20.0,1.3,0.85,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,118.222647190094,logs\backtest_results\EUR-USD_20251115_170309,7
15,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,20.0,20.0,1.3,1.0,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,118.87341213226318,logs\backtest_results\EUR-USD_20251115_170310,7
16,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,20.0,20.0,1.6,0.7,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,118.83768439292908,logs\backtest_results\EUR-USD_20251115_170310,7
18,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,20.0,20.0,1.6,1.0,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,117.19280195236206,logs\backtest_results\EUR-USD_20251115_170505,7
19,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,25.0,15.0,1.0,0.7,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,117.5649356842041,logs\backtest_results\EUR-USD_20251115_170506,7
17,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,20.0,20.0,1.6,0.85,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,118.36998081207275,logs\backtest_results\EUR-USD_20251115_170506,7
21,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,25.0,15.0,1.0,1.0,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,117.90287375450134,logs\backtest_results\EUR-USD_20251115_170507,7
20,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,25.0,15.0,1.0,0.85,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,119.1085057258606,logs\backtest_results\EUR-USD_20251115_170508,7
22,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,25.0,15.0,1.3,0.7,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,118.62007141113281,logs\backtest_results\EUR-USD_20251115_170508,7
23,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,25.0,15.0,1.3,0.85,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,117.87984848022461,logs\backtest_results\EUR-USD_20251115_170508,7
24,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,25.0,15.0,1.3,1.0,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,119.78124332427979,logs\backtest_results\EUR-USD_20251115_170510,7
26,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,25.0,15.0,1.6,0.85,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,114.05145859718323,logs\backtest_results\EUR-USD_20251115_170700,7
25,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,25.0,15.0,1.6,0.7,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,115.08467531204224,logs\backtest_results\EUR-USD_20251115_170700,7
27,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,25.0,15.0,1.6,1.0,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,114.54024863243103,logs\backtest_results\EUR-USD_20251115_170701,7
28,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,25.0,20.0,1.0,0.7,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,114.45854830741882,logs\backtest_results\EUR-USD_20251115_170701,7
29,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,25.0,20.0,1.0,0.85,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,114.23776912689209,logs\backtest_results\EUR-USD_20251115_170702,7
30,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,25.0,20.0,1.0,1.0,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,113.99455380439758,logs\backtest_results\EUR-USD_20251115_170702,7
31,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,25.0,20.0,1.3,0.7,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,114.55967140197754,logs\backtest_results\EUR-USD_20251115_170703,7
32,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,25.0,20.0,1.3,0.85,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,113.53885626792908,logs\backtest_results\EUR-USD_20251115_170704,7
33,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,25.0,20.0,1.3,1.0,1.0,1.0,0.75,1.25,0.67,1.33,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,failed,,6.585862398147583,,0
34,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,25.0,20.0,1.6,0.7,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,111.9765374660492,logs\backtest_results\EUR-USD_20251115_170852,7
35,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,25.0,20.0,1.6,0.85,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,112.00397944450378,logs\backtest_results\EUR-USD_20251115_170853,7
36,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,25.0,20.0,1.6,1.0,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,111.81240510940552,logs\backtest_results\EUR-USD_20251115_170853,7
38,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,30.0,15.0,1.0,0.85,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,111.77319931983948,logs\backtest_results\EUR-USD_20251115_170854,7
37,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,30.0,15.0,1.0,0.7,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,112.07261848449707,logs\backtest_results\EUR-USD_20251115_170854,7
39,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,30.0,15.0,1.0,1.0,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,111.72831559181213,logs\backtest_results\EUR-USD_20251115_170855,7
40,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,30.0,15.0,1.3,0.7,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,112.20328640937805,logs\backtest_results\EUR-USD_20251115_170856,7
41,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,30.0,15.0,1.3,0.85,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,112.06912541389465,logs\backtest_results\EUR-USD_20251115_170859,7
43,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,30.0,15.0,1.6,0.7,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,114.75168037414551,logs\backtest_results\EUR-USD_20251115_171048,7
42,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,30.0,15.0,1.3,1.0,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,115.87433218955994,logs\backtest_results\EUR-USD_20251115_171048,7
44,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,30.0,15.0,1.6,0.85,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,115.15224552154541,logs\backtest_results\EUR-USD_20251115_171048,7
46,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,30.0,20.0,1.0,0.7,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,114.54545021057129,logs\backtest_results\EUR-USD_20251115_171048,7
45,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,30.0,15.0,1.6,1.0,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,115.06216359138489,logs\backtest_results\EUR-USD_20251115_171049,7
47,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,30.0,20.0,1.0,0.85,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,115.52227735519409,logs\backtest_results\EUR-USD_20251115_171050,7
48,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,30.0,20.0,1.0,1.0,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,115.44273686408997,logs\backtest_results\EUR-USD_20251115_171051,7
49,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,30.0,20.0,1.3,0.7,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,115.41703081130981,logs\backtest_results\EUR-USD_20251115_171054,7
51,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,30.0,20.0,1.3,1.0,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,106.75415992736816,logs\backtest_results\EUR-USD_20251115_171235,7
52,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,30.0,20.0,1.6,0.7,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,106.96390080451965,logs\backtest_results\EUR-USD_20251115_171236,7
50,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,30.0,20.0,1.3,0.85,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,108.03536701202393,logs\backtest_results\EUR-USD_20251115_171236,7
53,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,30.0,20.0,1.6,0.85,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,107.44012594223022,logs\backtest_results\EUR-USD_20251115_171237,7
54,42,270,0.35,35,50,22,12,True,10,0.0,True,18,3,30,65,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,15-MINUTE-MID-EXTERNAL,True,30.0,20.0,1.6,1.0,1.0,1.0,0.75,1.25,0.67,1.33,-1781.18,-0.04219337068412477,0.34868421052631576,0.0,152,201.3379245283019,-125.77868686868692,0.0,-11.71828947368426,8374,completed,,107.57743382453918,logs\backtest_results\EUR-USD_20251115_171237,7
